StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q2_4_TEXT,Q3,Q3_8_TEXT,Q16,Q16_2_TEXT,Q4,Q18,Q5,Q6,Q8,Q9,Q10,Q11,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,Q17_25,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q15,SC0
2018-11-27 17:22:05,2018-11-27 17:37:24,IP Address,74.207.59.203,100,918,True,2018-11-27 17:37:25,R_12bCa8EvtkmB3vw,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,First Year-level courses,,No,I have followed the laid out curriculum plan for the nursing major,Yes,8-12 hours,0-4 hours,,Often True,True Nearly All of the Time,Sometimes True,Sometimes True,Often True,Sometimes True,Sometimes True,Often True,True Nearly All of the Time,Often True,True Nearly All of the Time,Often True,True Nearly All of the Time,Often True,Often True,Often True,Often True,Sometimes True,Often True,Often True,Sometimes True,Often True,Sometimes True,Often True,True Nearly All of the Time,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Very Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Very Frequently,Somewhat Frequently,Almost Never,Almost Never,Sometimes,Fairly Often,Very Often,Fairly Often,Fairly Often,Almost Never,Fairly Often,Sometimes,Almost Never,Very Often,Fairly Often,Almost Never,Not at all sure,Not at all sure,Not at all sure,Not at all sure,Not at all sure,Several days,Not at all sure,Not difficult at all,74
2018-11-27 20:09:06,2018-11-27 20:20:48,IP Address,74.207.53.20,100,702,True,2018-11-27 20:20:48,R_1jVXCjaG0oFKZtk,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Senior-level courses,May 2019,No,I have followed the laid out curriculum plan for the nursing major,Yes,5-8 hours,Over 12 hours,,Often True,Often True,Often True,Often True,Often True,Often True,Often True,Often True,,Often True,Often True,Often True,Often True,Often True,,Often True,True Nearly All of the Time,Often True,Often True,Often True,Often True,Often True,Often True,Often True,True Nearly All of the Time,Somewhat Frequently,Very Infrequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Frequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,Almost Never,Almost Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,Fairly Often,Very Often,Sometimes,Sometimes,Fairly Often,Sometimes,Several days,Not at all sure,Several days,Several days,Not at all sure,Several days,Not at all sure,Somewhat difficult,93
2018-11-27 20:14:53,2018-11-27 20:24:25,IP Address,74.207.56.227,100,572,True,2018-11-27 20:24:26,R_UYm0PC8Ai2B9vYl,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,First Year-level courses,,No,I transferred in one or more courses,Yes,5-8 hours,5-8 hours,SASC (Student Academic Support Center),Sometimes True,Sometimes True,Rarely True,Often True,Often True,Not True at All,True Nearly All of the Time,True Nearly All of the Time,Often True,True Nearly All of the Time,True Nearly All of the Time,Often True,Rarely True,Rarely True,Sometimes True,Rarely True,Sometimes True,Not True at All,Sometimes True,True Nearly All of the Time,True Nearly All of the Time,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Very Frequently,Almost Never,Very Infrequently,Somewhat Infrequently,Very Infrequently,Almost Always,Somewhat Frequently,Somewhat Infrequently,Very Frequently,Somewhat Frequently,Almost Always,Somewhat Infrequently,Very Frequently,Somewhat Frequently,Almost Never,Sometimes,Fairly Often,Very Often,Fairly Often,Fairly Often,Almost Never,Sometimes,Sometimes,Almost Never,Almost Never,Fairly Often,Very Often,Almost Never,Very Often,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Not at all sure,Over half the days,Not at all sure,Very difficult,103
2018-11-28 09:32:02,2018-11-28 09:42:16,IP Address,74.207.47.41,100,614,True,2018-11-28 09:42:17,R_21ocs2esgt8j2mv,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Sophomore-level courses,,No,I have followed the laid out curriculum plan for the nursing major,No,,8-12 hours,,Often True,True Nearly All of the Time,Often True,Sometimes True,Rarely True,Often True,Rarely True,Rarely True,True Nearly All of the Time,Sometimes True,Sometimes True,Often True,Sometimes True,Not True at All,Sometimes True,Rarely True,Sometimes True,Sometimes True,Rarely True,Often True,Often True,Often True,Sometimes True,Often True,True Nearly All of the Time,Somewhat Infrequently,Very Frequently,Very Frequently,Very Infrequently,Almost Always,Almost Always,Very Frequently,Very Frequently,Very Frequently,Somewhat Frequently,Very Frequently,Very Frequently,Very Frequently,Almost Always,Somewhat Infrequently,Very Often,Very Often,Very Often,Almost Never,Almost Never,Almost Never,Sometimes,Very Often,Almost Never,Never,Very Often,Very Often,Sometimes,Very Often,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Extremely difficult,104
2018-11-28 10:41:52,2018-11-28 11:18:55,IP Address,74.207.61.19,100,2223,True,2018-11-28 11:18:56,R_28NE2Eb2oMhJrIE,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Male,,"Asian,Caucasian",,United States,,Sophomore-level courses,,No,I have followed the laid out curriculum plan for the nursing major,Yes,5-8 hours,5-8 hours,TRIO Achievement Program,True Nearly All of the Time,True Nearly All of the Time,Rarely True,True Nearly All of the Time,Often True,Often True,Often True,Sometimes True,Sometimes True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Rarely True,Often True,True Nearly All of the Time,Rarely True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Rarely True,True Nearly All of the Time,True Nearly All of the Time,Rarely True,True Nearly All of the Time,True Nearly All of the Time,Very Frequently,Very Frequently,Almost Always,Almost Always,Almost Always,Somewhat Frequently,Almost Always,Almost Always,Almost Always,Almost Always,Somewhat Frequently,Somewhat Infrequently,Almost Always,Almost Always,Almost Always,Very Often,Very Often,Very Often,Very Often,Sometimes,Fairly Often,Sometimes,Very Often,Sometimes,Almost Never,Very Often,Very Often,Almost Never,Very Often,Over half the days,Over half the days,Over half the days,Over half the days,Several days,Nearly every day,Several days,Somewhat difficult,78
2018-11-28 08:08:16,2018-11-28 11:34:27,IP Address,74.207.53.175,100,12370,True,2018-11-28 11:34:27,R_VQ16Um03CauyuKR,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,First Year-level courses,,No,I transferred in one or more courses,No,,5-8 hours,,Sometimes True,True Nearly All of the Time,True Nearly All of the Time,Often True,Often True,Rarely True,Sometimes True,Sometimes True,,Often True,Often True,Sometimes True,Often True,Not True at All,True Nearly All of the Time,Rarely True,Sometimes True,Sometimes True,Sometimes True,Sometimes True,Often True,Sometimes True,True Nearly All of the Time,Often True,True Nearly All of the Time,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Almost Never,Very Frequently,Somewhat Frequently,Almost Never,Sometimes,Almost Never,Very Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Fairly Often,Fairly Often,Over half the days,Over half the days,Several days,Several days,Not at all sure,Several days,Not at all sure,Somewhat difficult,92
2018-11-28 11:58:47,2018-11-28 12:08:14,IP Address,74.207.45.125,100,567,True,2018-11-28 12:08:14,R_2WwLGUEonycS4iq,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Sophomore-level courses,,No,I transferred in one or more courses,Yes,1-4 hours,0-4 hours,,Often True,True Nearly All of the Time,Rarely True,Often True,True Nearly All of the Time,Sometimes True,Sometimes True,Often True,Rarely True,Often True,Often True,Sometimes True,Often True,Often True,True Nearly All of the Time,Sometimes True,Sometimes True,Sometimes True,Rarely True,Rarely True,Often True,Often True,Sometimes True,Often True,Often True,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Very Frequently,Very Infrequently,Very Frequently,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Frequently,Very Infrequently,Almost Never,Very Infrequently,Somewhat Infrequently,Very Infrequently,Almost Never,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,Very Often,Almost Never,Sometimes,Over half the days,Over half the days,Over half the days,Over half the days,Several days,Several days,Not at all sure,Somewhat difficult,101
2018-11-28 15:45:29,2018-11-28 15:51:38,IP Address,74.207.46.248,100,368,True,2018-11-28 15:51:38,R_3fJiijdjurz9aUg,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Senior-level courses,May 2019,No,I transferred in one or more courses,Yes,5-8 hours,0-4 hours,,Sometimes True,True Nearly All of the Time,Not True at All,Sometimes True,Often True,Sometimes True,Sometimes True,Rarely True,Often True,Sometimes True,Sometimes True,Sometimes True,Often True,Often True,Rarely True,Rarely True,Rarely True,Sometimes True,Often True,Often True,Often True,Sometimes True,Sometimes True,Sometimes True,Often True,Somewhat Infrequently,Very Frequently,Somewhat Frequently,Very Frequently,Very Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Almost Always,Somewhat Frequently,Very Frequently,Very Often,Fairly Often,Very Often,Sometimes,Sometimes,Sometimes,Almost Never,Fairly Often,Almost Never,Almost Never,Fairly Often,Very Often,Sometimes,Fairly Often,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Not at all sure,Over half the days,Over half the days,Extremely difficult,100
2018-11-28 18:47:30,2018-11-28 18:53:13,IP Address,74.207.57.119,100,342,True,2018-11-28 18:53:13,R_9ph0QkaGktNmshj,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Sophomore-level courses,,No,I transferred in one or more courses,Yes,5-8 hours,Over 12 hours,SASC (Student Academic Support Center),True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Sometimes True,Often True,Sometimes True,Often True,Sometimes True,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Often True,Often True,Rarely True,Sometimes True,Sometimes True,Often True,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Somewhat Frequently,Somewhat Frequently,Almost Always,Almost Always,Almost Always,Somewhat Frequently,Almost Always,Almost Always,Very Frequently,Very Frequently,Very Frequently,Almost Always,Almost Always,Very Frequently,Somewhat Frequently,Fairly Often,Sometimes,Very Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Sometimes,Fairly Often,Very Often,Sometimes,Very Often,Nearly every day,Nearly every day,Over half the days,Over half the days,Several days,Several days,Several days,Very difficult,73
2018-11-28 20:48:19,2018-11-28 20:54:13,IP Address,74.207.61.175,100,353,True,2018-11-28 20:54:13,R_2B5uolGFuJzapO3,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,First Year-level courses,,No,I have followed the laid out curriculum plan for the nursing major,No,,0-4 hours,TRIO Achievement Program,Sometimes True,Sometimes True,Rarely True,Sometimes True,Rarely True,Sometimes True,Sometimes True,Sometimes True,Often True,Often True,Often True,Sometimes True,Sometimes True,Sometimes True,Sometimes True,Sometimes True,Often True,Sometimes True,Sometimes True,Sometimes True,Sometimes True,Sometimes True,Rarely True,Often True,Often True,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,Somewhat Frequently,Almost Never,Somewhat Frequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Fairly Often,Sometimes,Fairly Often,Almost Never,Fairly Often,Sometimes,Almost Never,Fairly Often,Almost Never,Almost Never,Sometimes,Sometimes,Sometimes,Fairly Often,Several days,Several days,Over half the days,Over half the days,Nearly every day,Over half the days,Several days,Very difficult,115
2018-11-29 10:53:24,2018-11-29 10:59:26,IP Address,74.207.45.126,100,362,True,2018-11-29 10:59:27,R_SH7Dh1lLjCn4CwV,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Sophomore-level courses,,No,I transferred in one or more courses,Yes,1-4 hours,0-4 hours,SASC (Student Academic Support Center),Often True,Often True,True Nearly All of the Time,Often True,Often True,Often True,Sometimes True,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Often True,Sometimes True,Often True,Often True,Often True,Often True,Sometimes True,Often True,Often True,Sometimes True,Often True,Often True,Somewhat Frequently,Almost Never,Very Infrequently,Somewhat Frequently,Almost Never,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Somewhat Infrequently,Almost Never,Somewhat Infrequently,Almost Never,Almost Never,Sometimes,Almost Never,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Almost Never,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Over half the days,Several days,Over half the days,Several days,Several days,Several days,Several days,Somewhat difficult,107
2018-11-29 17:12:14,2018-11-29 17:19:44,IP Address,74.207.63.251,100,449,True,2018-11-29 17:19:44,R_9L8vrtwakqeYGZP,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Male,,Caucasian,,United States,,First Year-level courses,,No,I have followed the laid out curriculum plan for the nursing major,No,,0-4 hours,,Often True,True Nearly All of the Time,Often True,Often True,Often True,True Nearly All of the Time,Sometimes True,Often True,Often True,Often True,Often True,Often True,Often True,Sometimes True,Sometimes True,Sometimes True,True Nearly All of the Time,True Nearly All of the Time,Often True,Often True,True Nearly All of the Time,True Nearly All of the Time,Sometimes True,Sometimes True,True Nearly All of the Time,Somewhat Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Somewhat Frequently,Very Infrequently,Very Infrequently,Very Infrequently,Almost Never,Very Infrequently,Very Infrequently,Somewhat Frequently,Very Infrequently,Very Infrequently,Sometimes,Almost Never,Sometimes,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Almost Never,Fairly Often,Very Often,Fairly Often,Almost Never,Fairly Often,Almost Never,Several days,Several days,Several days,Not at all sure,Not at all sure,Several days,Not at all sure,Not difficult at all,92
2018-12-02 11:19:23,2018-12-02 11:25:17,IP Address,74.207.59.181,100,354,True,2018-12-02 11:25:18,R_3phYdceadEqJK4E,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,23-25,Female,,Caucasian,,United States,,Senior-level courses,December 2018,No,I transferred in one or more courses,Yes,1-4 hours,0-4 hours,,Often True,True Nearly All of the Time,Sometimes True,Often True,Often True,Often True,Often True,Often True,Often True,Often True,Often True,Often True,Sometimes True,Sometimes True,True Nearly All of the Time,Sometimes True,Often True,Sometimes True,Often True,Sometimes True,Sometimes True,Sometimes True,Often True,Often True,Often True,Somewhat Infrequently,Very Infrequently,Very Infrequently,Somewhat Frequently,Somewhat Infrequently,Almost Never,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Almost Never,Never,Almost Never,Sometimes,Very Often,Fairly Often,Fairly Often,Fairly Often,Never,Fairly Often,Sometimes,Never,Fairly Often,Fairly Often,Never,Not at all sure,Not at all sure,Not at all sure,Not at all sure,Not at all sure,Several days,Not at all sure,Not difficult at all,82
2018-12-03 13:45:06,2018-12-03 13:46:13,IP Address,74.207.60.107,100,67,True,2018-12-03 13:46:14,R_3MtXkmss65tDe2I,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:22:53,2018-11-27 08:50:12,IP Address,66.87.145.160,82,1639,False,2018-12-04 08:50:17,R_2dKLxvWJTLyKGzC,,,,,,,anonymous,EN,18-22,Female,,Caucasian,,United States,,Junior-level courses,,No,I have followed the laid out curriculum plan for the nursing major,No,,0-4 hours,,Often True,True Nearly All of the Time,True Nearly All of the Time,Often True,Often True,Often True,Often True,Often True,Sometimes True,Often True,Often True,Often True,True Nearly All of the Time,Sometimes True,True Nearly All of the Time,Sometimes True,Sometimes True,Sometimes True,Sometimes True,Often True,Often True,Often True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Almost Always,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Somewhat Infrequently,Very Frequently,Somewhat Frequently,Almost Always,Somewhat Frequently,Somewhat Infrequently,,,,,,,,,,,,,,,,,,,,,,,44
2018-12-04 18:27:06,2018-12-04 18:33:08,IP Address,74.207.56.17,100,362,True,2018-12-04 18:33:09,R_UihiFuj7so61QMp,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,First Year-level courses,,No,I transferred in one or more courses,No,,0-4 hours,,True Nearly All of the Time,True Nearly All of the Time,Sometimes True,Often True,Often True,Sometimes True,Often True,Sometimes True,True Nearly All of the Time,Sometimes True,Sometimes True,Often True,True Nearly All of the Time,Often True,Sometimes True,Rarely True,True Nearly All of the Time,Often True,Often True,Often True,Sometimes True,Rarely True,Often True,Often True,Often True,Somewhat Infrequently,Somewhat Frequently,Very Frequently,Somewhat Infrequently,Very Infrequently,Very Frequently,Very Frequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Very Frequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Somewhat Frequently,Fairly Often,Fairly Often,Very Often,Very Often,Fairly Often,Fairly Often,Almost Never,Sometimes,Sometimes,Almost Never,Fairly Often,Very Often,Fairly Often,Sometimes,Nearly every day,Over half the days,Over half the days,Over half the days,Several days,Several days,Several days,Very difficult,91
2018-12-06 08:42:18,2018-12-06 09:14:03,IP Address,74.207.42.247,100,1904,True,2018-12-06 09:14:03,R_3fwaWPE4SnaOt0Q,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,First Year-level courses,,No,I have followed the laid out curriculum plan for the nursing major,Yes,8-12 hours,8-12 hours,SASC (Student Academic Support Center),Often True,True Nearly All of the Time,Rarely True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Often True,Sometimes True,Sometimes True,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,True Nearly All of the Time,Almost Never,Almost Never,Somewhat Infrequently,Almost Never,Somewhat Infrequently,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Somewhat Infrequently,Almost Never,Almost Never,Never,Almost Never,Very Often,Very Often,Very Often,Very Often,Fairly Often,Never,Very Often,Very Often,Never,Very Often,Very Often,Sometimes,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Over half the days,Several days,Several days,Somewhat difficult,112
2018-12-06 12:07:00,2018-12-06 12:13:25,IP Address,63.152.130.225,100,384,True,2018-12-06 12:13:26,R_x4oOYWXj54mbsaZ,,,,,41.643798828125,-91.56690216064453125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Junior-level courses,,No,I transferred in one or more courses,Yes,1-4 hours,Over 12 hours,,Often True,True Nearly All of the Time,Often True,Often True,True Nearly All of the Time,True Nearly All of the Time,Often True,Often True,True Nearly All of the Time,Often True,True Nearly All of the Time,Often True,Often True,Sometimes True,Often True,Often True,True Nearly All of the Time,Often True,Often True,Sometimes True,Often True,Often True,Sometimes True,Often True,True Nearly All of the Time,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,Somewhat Frequently,Very Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Very Frequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Sometimes,Almost Never,Very Often,Very Often,Very Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Very Often,Fairly Often,Sometimes,Nearly every day,Over half the days,Several days,Several days,Several days,Several days,Not at all sure,Somewhat difficult,81
2018-12-06 11:59:59,2018-12-06 12:21:37,IP Address,74.207.55.10,100,1298,True,2018-12-06 12:21:38,R_25F1y6zu2MGOJWF,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Junior-level courses,,No,I have followed the laid out curriculum plan for the nursing major,Yes,Over 20 hours,0-4 hours,,Often True,True Nearly All of the Time,Sometimes True,Sometimes True,Sometimes True,Sometimes True,Often True,Sometimes True,Sometimes True,Often True,Often True,Often True,Sometimes True,Rarely True,Often True,Sometimes True,Often True,Often True,Sometimes True,Sometimes True,Often True,Sometimes True,Sometimes True,Often True,Often True,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Very Frequently,Somewhat Frequently,Very Frequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Very Often,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,Almost Never,Fairly Often,Very Often,Almost Never,Fairly Often,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Several days,Very difficult,110
2018-12-06 12:16:26,2018-12-06 12:23:18,IP Address,74.207.42.64,100,412,True,2018-12-06 12:23:19,R_1oFOpRfprG6aUpV,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,First Year-level courses,,No,I have followed the laid out curriculum plan for the nursing major,Yes,1-4 hours,0-4 hours,,Often True,Often True,Rarely True,Often True,Often True,Often True,Rarely True,Sometimes True,Often True,Often True,Often True,Sometimes True,Sometimes True,Often True,Often True,Sometimes True,Often True,Often True,Sometimes True,Often True,Often True,Sometimes True,Sometimes True,Often True,Often True,Somewhat Infrequently,Almost Never,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Very Infrequently,Very Infrequently,Very Infrequently,Somewhat Frequently,Somewhat Infrequently,Very Infrequently,Very Frequently,Very Infrequently,Very Infrequently,Very Often,Fairly Often,Fairly Often,Very Often,Sometimes,Almost Never,Almost Never,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Several days,Nearly every day,Nearly every day,Somewhat difficult,113
2018-12-06 12:16:28,2018-12-06 12:24:13,IP Address,99.203.14.178,100,464,True,2018-12-06 12:24:14,R_2D09jD2GzIoJ4P9,,,,,41.9463043212890625,-87.80609893798828125,anonymous,EN,18-22,Male,,Caucasian,,United States,,First Year-level courses,,No,I have followed the laid out curriculum plan for the nursing major,No,,Over 12 hours,,Often True,Often True,Often True,Often True,Often True,Sometimes True,Often True,Often True,Often True,True Nearly All of the Time,Often True,Often True,Often True,Often True,True Nearly All of the Time,Often True,Often True,Sometimes True,Often True,Rarely True,Often True,Often True,Often True,Often True,Often True,Somewhat Frequently,Very Infrequently,Very Infrequently,Almost Always,Somewhat Frequently,Almost Always,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Almost Never,Almost Never,Almost Never,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Almost Never,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost Never,Not at all sure,Not at all sure,Not at all sure,Several days,Several days,Not at all sure,Not at all sure,Not difficult at all,71
2018-12-06 12:20:52,2018-12-06 12:31:49,IP Address,74.207.46.211,100,657,True,2018-12-06 12:31:50,R_TdNmnMXapKBe4Rr,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,Sophomore-level courses,,No,I transferred in one or more courses,Yes,1-4 hours,5-8 hours,SASC (Student Academic Support Center),Often True,True Nearly All of the Time,Not True at All,Often True,Often True,Sometimes True,Sometimes True,Often True,Often True,Often True,Often True,Often True,True Nearly All of the Time,Often True,Sometimes True,Sometimes True,Often True,Sometimes True,Sometimes True,Often True,Often True,Often True,Sometimes True,Often True,True Nearly All of the Time,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,Almost Never,Very Frequently,Very Infrequently,Almost Never,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Almost Never,Sometimes,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Almost Never,Several days,Several days,Several days,Over half the days,Over half the days,Several days,Not at all sure,Somewhat difficult,96
2018-12-06 13:32:59,2018-12-06 14:10:01,IP Address,74.207.35.124,100,2222,True,2018-12-06 14:10:02,R_1eVOKYoUiYJBVBN,,,,,43.32269287109375,-91.7938995361328125,anonymous,EN,18-22,Female,,Caucasian,,United States,,First Year-level courses,,No,I have followed the laid out curriculum plan for the nursing major,Yes,5-8 hours,0-4 hours,TRIO Achievement Program,Often True,Often True,Sometimes True,Sometimes True,Often True,True Nearly All of the Time,Sometimes True,Often True,True Nearly All of the Time,True Nearly All of the Time,Often True,Often True,Sometimes True,Often True,Often True,Sometimes True,Sometimes True,Sometimes True,Sometimes True,Often True,Often True,Often True,Often True,Often True,True Nearly All of the Time,Very Infrequently,Very Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Almost Never,Fairly Often,Sometimes,Sometimes,Very Often,Fairly Often,Almost Never,Over half the days,Over half the days,Over half the days,Over half the days,Several days,Several days,Several days,Not difficult at all,96
